Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 21:38:01.614,COM3, 0.240, -0.250, 0.844, 27.527, -36.804, -18.188, -16.326, -10.410, -0.939, 35.46,
 21:38:01.663,COM3, 0.335, -0.270, 0.841, 17.090, -23.254, 17.883, -15.787, -11.673, 0.110, 35.47,
 21:38:01.712,COM3, 0.212, -0.334, 0.803, -27.344, 78.613, 75.439, -17.446, -7.564, 2.736, 35.45,
 21:38:01.763,COM3, 0.236, -0.378, 0.885, -12.756, 40.100, 40.039, -18.567, -4.526, 4.070, 35.45,
 21:38:01.812,COM3, 0.244, -0.382, 0.803, -9.277, -6.592, 20.447, -19.094, -4.752, 5.153, 35.46,
 21:38:02.579,COM3, 0.157, -0.392, 0.885, -21.301, 11.169, 17.456, -20.358, -4.076, 5.861, 35.47,
 21:38:02.628,COM3, 0.121, -0.374, 0.871, -2.319, -2.686, 0.610, -23.247, -9.393, 0.000, 35.49,
 21:38:02.678,COM3, 0.135, -0.396, 0.893, -0.977, 1.770, -0.732, -23.895, -7.070, 0.000, 35.49,
 21:38:02.727,COM3, 0.140, -0.399, 0.843, -4.578, 4.272, 3.601, -25.313, -8.218, 0.000, 35.48,
 21:38:02.775,COM3, 0.117, -0.408, 0.874, -17.151, 3.601, 4.089, -25.043, -8.240, 0.000, 35.48,
 21:38:02.825,COM3, 0.092, -0.421, 0.864, -17.761, 9.705, 17.822, -25.988, -6.921, 0.000, 35.47,
 21:38:02.873,COM3, 0.122, -0.430, 0.851, -7.629, 16.235, 11.230, -26.812, -5.526, 0.000, 35.47,
 21:38:02.922,COM3, 0.069, -0.441, 0.836, -10.620, -15.198, -0.732, -27.834, -7.328, 0.000, 35.48,
 21:38:02.973,COM3, 0.108, -0.435, 0.856, 1.526, -40.405, -3.357, -26.917, -4.131, 0.000, 35.48,
 21:38:03.021,COM3, 0.125, -0.437, 0.833, -23.499, 11.353, 43.213, -27.642, -6.570, 0.000, 35.48,
 21:38:03.070,COM3, 0.164, -0.704, 1.192, 75.928, 192.993, -51.819, -30.569, -5.180, 0.000, 35.49,
 21:38:03.119,COM3, -0.025, -0.050, 0.861, 168.945, 37.415, -38.086, -21.533, -4.664, -2.208, 35.48,
