Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 21:37:43.277,COM3, -0.213, 0.192, 0.964, 0.000, -0.244, 0.366, 11.255, 12.766, 0.000, 35.13,
 21:37:43.326,COM3, -0.218, 0.195, 0.962, 0.000, 0.244, 0.183, 11.475, 12.239, 0.000, 35.17,
 21:37:43.376,COM3, -0.223, 0.195, 0.967, 0.000, 0.000, 0.000, 11.415, 12.448, 0.000, 35.17,
 21:37:43.425,COM3, -0.220, 0.195, 0.958, 0.000, 0.000, 0.000, 11.492, 12.859, 0.000, 35.14,
 21:37:43.474,COM3, -0.222, 0.193, 0.960, 0.000, -0.183, 0.000, 11.354, 12.640, 0.000, 35.14,
 21:37:43.523,COM3, -0.221, 0.201, 0.960, 0.000, 0.000, 0.000, 11.360, 12.640, 0.000, 35.16,
 21:37:43.577,COM3, -0.221, 0.197, 0.966, -0.183, 0.000, 0.366, 11.354, 12.645, 0.016, 35.18,
 21:37:43.630,COM3, -0.217, 0.198, 0.970, -0.183, 0.000, 0.366, 11.343, 12.640, 0.033, 35.18,
 21:37:43.672,COM3, -0.224, 0.198, 0.960, 0.000, 0.000, 0.000, 11.349, 12.634, 0.038, 35.17,
 21:37:43.725,COM3, -0.222, 0.188, 0.969, -0.732, 0.244, 0.000, 11.310, 12.651, 0.044, 35.17,
 21:37:44.496,COM3, -0.225, 0.195, 0.965, 0.244, 0.000, 0.000, 11.332, 12.634, 0.038, 35.17,
 21:37:44.544,COM3, -0.225, 0.205, 0.962, 0.000, 0.000, 0.000, 11.997, 12.887, 0.000, 35.19,
 21:37:44.593,COM3, -0.224, 0.199, 0.965, -0.183, 0.244, 0.000, 11.656, 12.865, 0.000, 35.19,
 21:37:44.642,COM3, -0.224, 0.193, 0.964, 0.244, 0.000, 0.000, 11.305, 12.810, 0.000, 35.17,
 21:37:44.692,COM3, -0.221, 0.200, 0.964, -0.244, 0.244, 0.000, 11.695, 12.794, 0.000, 35.15,
 21:37:44.743,COM3, -0.220, 0.199, 0.967, -0.183, 0.000, 0.000, 11.640, 12.601, 0.000, 35.19,
 21:37:44.789,COM3, -0.219, 0.203, 0.970, 0.000, 0.000, 0.000, 11.827, 12.530, 0.000, 35.18,
 21:37:44.837,COM3, -0.220, 0.201, 0.961, 0.000, 0.000, 0.000, 11.788, 12.557, 0.000, 35.19,
 21:37:44.887,COM3, -0.218, 0.199, 0.963, 0.000, 0.000, 0.000, 11.678, 12.618, 0.000, 35.18,
 21:37:44.935,COM3, -0.224, 0.196, 0.959, 0.000, 0.000, 0.000, 11.558, 12.541, 0.000, 35.21,
 21:37:44.986,COM3, -0.224, 0.199, 0.962, 0.000, 0.000, 0.000, 11.695, 12.816, 0.000, 35.19,
 21:37:45.034,COM3, -0.221, 0.198, 0.967, -0.183, 0.000, 0.000, 11.684, 12.816, 0.000, 35.20,
 21:37:45.083,COM3, -0.221, 0.195, 0.961, -0.305, 0.244, 0.183, 11.667, 12.816, 0.005, 35.20,
 21:37:45.133,COM3, -0.218, 0.202, 0.958, 0.000, 0.000, 0.000, 11.684, 12.805, 0.005, 35.19,
 21:37:45.181,COM3, -0.222, 0.197, 0.967, 0.000, -0.305, 0.000, 11.656, 12.794, 0.005, 35.19,
 21:37:45.229,COM3, -0.219, 0.200, 0.958, -0.427, 0.244, 0.000, 11.662, 12.783, 0.000, 35.19,
 21:37:46.046,COM3, -0.218, 0.196, 0.966, 0.305, 0.000, 0.000, 11.662, 12.783, 0.000, 35.18,
 21:37:46.097,COM3, -0.226, 0.201, 0.960, -0.183, 0.000, 0.000, 11.805, 12.519, 0.000, 35.21,
 21:37:46.145,COM3, -0.223, 0.199, 0.968, 0.183, 0.000, 0.244, 11.624, 12.881, 0.000, 35.21,
 21:37:46.193,COM3, -0.216, 0.197, 0.966, -0.305, 0.183, 0.183, 11.541, 12.761, 0.000, 35.20,
 21:37:46.244,COM3, -0.223, 0.199, 0.963, 0.000, 0.000, 0.000, 11.656, 12.382, 0.000, 35.21,
 21:37:46.292,COM3, -0.221, 0.202, 0.957, -0.305, 0.000, 0.000, 11.904, 12.832, 0.000, 35.19,
 21:37:46.342,COM3, -0.222, 0.197, 0.967, -0.305, 0.000, 0.000, 11.525, 12.634, 0.000, 35.18,
 21:37:46.390,COM3, -0.223, 0.200, 0.967, -0.244, 0.000, 0.000, 11.667, 12.684, 0.000, 35.20,
 21:37:46.439,COM3, -0.218, 0.202, 0.965, -0.183, 0.000, 0.000, 11.805, 12.761, 0.000, 35.21,
 21:37:46.489,COM3, -0.223, 0.201, 0.960, 0.000, 0.000, 0.000, 11.832, 12.546, 0.000, 35.21,
 21:37:46.538,COM3, -0.222, 0.195, 0.958, -0.427, 0.000, 0.000, 11.816, 12.552, 0.000, 35.19,
 21:37:46.589,COM3, -0.217, 0.202, 0.961, 0.000, 0.000, 0.000, 11.816, 12.557, 0.000, 35.22,
 21:37:46.635,COM3, -0.225, 0.205, 0.963, -0.549, 0.000, 0.000, 11.799, 12.552, 0.000, 35.20,
 21:37:46.685,COM3, -0.220, 0.194, 0.967, 0.183, -0.427, 0.000, 11.783, 12.541, 0.000, 35.20,
 21:37:46.733,COM3, -0.221, 0.197, 0.965, -0.488, 0.000, 0.000, 11.766, 12.541, 0.000, 35.21,
 21:37:47.550,COM3, -0.219, 0.198, 0.966, 0.488, -0.183, 0.000, 11.766, 12.541, 0.000, 35.21,
 21:37:47.600,COM3, -0.219, 0.203, 0.963, 0.183, 0.000, 0.183, 11.909, 12.563, 0.000, 35.24,
 21:37:47.670,COM3, -0.219, 0.200, 0.958, 0.000, 0.000, 0.183, 11.799, 12.623, 0.000, 35.23,
 21:37:47.697,COM3, -0.222, 0.198, 0.965, 0.000, 0.000, 0.183, 11.602, 12.541, 0.000, 35.21,
 21:37:47.746,COM3, -0.223, 0.198, 0.959, 0.000, 0.000, 0.000, 11.651, 12.755, 0.000, 35.22,
 21:37:47.796,COM3, -0.222, 0.200, 0.960, -0.244, 0.000, 0.000, 11.744, 12.788, 0.000, 35.20,
 21:37:47.843,COM3, -0.223, 0.202, 0.969, -0.305, 0.000, 0.000, 11.755, 12.656, 0.000, 35.22,
 21:37:47.893,COM3, -0.219, 0.206, 0.964, 0.000, 0.000, 0.000, 12.030, 12.722, 0.000, 35.22,
 21:37:47.948,COM3, -0.222, 0.196, 0.964, -0.427, 0.000, 0.000, 11.508, 12.541, 0.000, 35.22,
 21:37:47.998,COM3, -0.217, 0.198, 0.959, -0.244, 0.000, 0.183, 11.646, 12.777, 0.000, 35.24,
 21:37:48.044,COM3, -0.221, 0.200, 0.963, 0.000, 0.000, 0.000, 11.646, 12.772, 0.000, 35.26,
 21:37:48.091,COM3, -0.217, 0.196, 0.960, -0.549, 0.000, 0.000, 11.607, 12.772, 0.000, 35.23,
 21:37:48.138,COM3, -0.221, 0.202, 0.959, 0.000, -0.183, 0.000, 11.629, 12.750, 0.000, 35.24,
 21:37:48.187,COM3, -0.218, 0.199, 0.959, 0.183, 0.183, 0.000, 11.624, 12.755, 0.000, 35.24,
 21:37:48.241,COM3, -0.222, 0.197, 0.964, -0.305, 0.000, 0.183, 11.624, 12.755, 0.000, 35.23,
 21:37:49.024,COM3, -0.217, 0.200, 0.958, 0.000, 0.000, 0.183, 11.629, 12.755, 0.005, 35.24,
 21:37:49.068,COM3, -0.217, 0.206, 0.959, 0.000, 0.000, 0.183, 12.096, 12.491, 0.000, 35.27,
 21:37:49.116,COM3, -0.219, 0.207, 0.952, 0.000, 0.000, 0.000, 12.244, 12.579, 0.000, 35.24,
 21:37:49.170,COM3, -0.224, 0.197, 0.959, -0.366, 0.488, 0.000, 11.613, 12.618, 0.000, 35.25,
 21:37:49.215,COM3, -0.215, 0.206, 0.961, -0.183, 0.000, 0.000, 12.101, 12.849, 0.000, 35.26,
 21:37:49.263,COM3, -0.219, 0.202, 0.966, -0.427, 0.000, 0.000, 11.821, 12.283, 0.000, 35.27,
 21:37:49.313,COM3, -0.224, 0.201, 0.973, -0.244, -0.244, 0.000, 11.656, 12.426, 0.000, 35.28,
 21:37:49.360,COM3, -0.223, 0.200, 0.966, -0.366, 0.000, 0.000, 11.673, 12.794, 0.000, 35.27,
 21:37:49.411,COM3, -0.222, 0.197, 0.961, -1.282, 0.977, 0.000, 11.596, 12.816, 0.000, 35.26,
 21:37:49.459,COM3, -0.221, 0.201, 0.953, 0.488, -0.183, 0.000, 11.915, 12.849, 0.000, 35.26,
 21:37:49.510,COM3, -0.222, 0.193, 0.958, -0.610, -0.366, 0.000, 11.387, 12.733, 0.000, 35.25,
 21:37:49.561,COM3, -0.221, 0.201, 0.964, 0.549, -0.732, 0.000, 11.420, 12.695, 0.000, 35.27,
 21:37:49.608,COM3, -0.218, 0.198, 0.962, 0.000, 0.000, 0.000, 11.415, 12.695, 0.000, 35.26,
 21:37:49.657,COM3, -0.218, 0.200, 0.961, 0.000, 0.000, 0.000, 11.420, 12.689, 0.000, 35.26,
 21:37:49.709,COM3, -0.219, 0.202, 0.967, 0.000, 0.000, 0.000, 11.431, 12.684, 0.000, 35.27,
 21:37:49.754,COM3, -0.216, 0.200, 0.960, 0.000, 0.000, 0.183, 11.437, 12.678, 0.000, 35.26,
 21:37:50.552,COM3, -0.221, 0.204, 0.962, 0.000, 0.000, 0.000, 11.453, 12.678, 0.000, 35.27,
 21:37:50.578,COM3, -0.221, 0.198, 0.961, 0.000, 0.000, 0.000, 11.618, 12.673, 0.000, 35.31,
 21:37:50.632,COM3, -0.222, 0.200, 0.967, -0.244, 0.000, 0.000, 11.667, 12.634, 0.000, 35.30,
 21:37:50.677,COM3, -0.221, 0.200, 0.962, -0.183, 0.000, 0.000, 11.722, 12.739, 0.000, 35.28,
 21:37:50.736,COM3, -0.220, 0.200, 0.966, -0.305, 0.000, 0.000, 11.673, 12.612, 0.000, 35.28,
 21:37:50.778,COM3, -0.219, 0.201, 0.963, -0.488, 0.000, 0.000, 11.799, 12.618, 0.000, 35.31,
 21:37:50.837,COM3, -0.220, 0.201, 0.969, 0.000, 0.000, 0.183, 11.722, 12.486, 0.000, 35.30,
 21:37:50.891,COM3, -0.217, 0.199, 0.972, -0.793, 0.183, 0.000, 11.552, 12.486, 0.000, 35.29,
 21:37:50.942,COM3, -0.222, 0.204, 0.963, 0.488, -0.366, 0.000, 11.931, 12.442, 0.000, 35.28,
 21:37:50.970,COM3, -0.220, 0.202, 0.966, -0.427, 0.183, 0.000, 11.788, 12.662, 0.000, 35.27,
 21:37:51.027,COM3, -0.220, 0.203, 0.967, 0.183, 0.000, 0.000, 11.832, 12.541, 0.000, 35.29,
 21:37:51.075,COM3, -0.221, 0.196, 0.963, 0.000, 0.000, 0.183, 11.827, 12.541, 0.005, 35.29,
 21:37:51.117,COM3, -0.225, 0.203, 0.963, 0.000, 0.000, 0.000, 11.827, 12.546, 0.005, 35.29,
 21:37:51.166,COM3, -0.227, 0.203, 0.965, -0.305, 0.366, 0.366, 11.832, 12.563, 0.027, 35.32,
 21:37:51.216,COM3, -0.236, 0.201, 0.984, -3.174, 2.441, 1.404, 11.755, 12.640, 0.115, 35.29,
 21:37:51.265,COM3, -0.218, 0.178, 0.969, 4.700, 0.000, 1.892, 11.931, 12.711, 0.203, 35.31,
 21:37:52.034,COM3, -0.259, 0.186, 0.964, -5.859, 4.578, 0.793, 11.931, 12.711, 0.203, 35.32,
 21:37:52.082,COM3, -0.257, 0.135, 0.961, 5.615, -2.563, 0.305, 8.004, 14.930, 0.000, 35.29,
 21:37:52.130,COM3, -0.253, 0.130, 0.977, 19.470, -7.263, 1.160, 7.597, 14.601, 0.000, 35.30,
 21:37:52.179,COM3, -0.239, 0.138, 0.976, 21.179, -8.728, 0.000, 8.031, 14.398, 0.000, 35.30,
 21:37:52.229,COM3, -0.249, 0.118, 0.962, 9.277, -3.540, 0.610, 6.971, 13.870, 0.000, 35.28,
 21:37:52.294,COM3, -0.251, 0.145, 0.967, -14.526, 5.615, -0.244, 8.498, 14.288, 0.000, 35.30,
 21:37:52.330,COM3, -0.256, 0.140, 0.969, -3.601, 1.221, -0.183, 8.223, 14.376, 0.000, 35.30,
 21:37:52.393,COM3, -0.249, 0.128, 0.983, -5.737, 2.563, -0.244, 7.443, 14.502, 0.000, 35.29,
 21:37:52.424,COM3, -0.252, 0.150, 0.972, 11.169, -4.272, 0.366, 8.789, 14.183, 0.000, 35.29,
 21:37:52.475,COM3, -0.253, 0.158, 0.961, -5.249, 2.197, 0.000, 9.344, 14.502, 0.000, 35.30,
 21:37:52.527,COM3, -0.267, 0.129, 0.970, -15.381, 5.310, -0.427, 7.592, 14.518, 0.000, 35.32,
 21:37:52.604,COM3, -0.273, 0.078, 0.964, -61.340, 24.658, -0.671, 5.834, 15.233, 0.049, 35.32,
 21:37:52.626,COM3, -0.272, 0.096, 0.985, -12.451, 5.066, -0.183, 5.345, 15.436, 0.060, 35.30,
 21:37:52.686,COM3, -0.288, 0.083, 0.976, -21.301, 8.179, -0.549, 4.274, 15.864, 0.077, 35.29,
 21:37:52.762,COM3, -0.297, 0.053, 0.969, -43.518, 15.503, -3.479, 2.214, 16.584, -0.049, 35.31,
 21:37:52.778,COM3, -0.306, 0.016, 0.975, -38.391, 7.507, -3.357, 0.110, 17.056, -0.264, 35.32,
 21:37:53.585,COM3, 0.057, 0.033, 0.974, -44.556, 3.845, -7.690, 0.110, 17.056, -0.264, 35.31,
 21:37:53.638,COM3, -0.029, 0.003, 1.204, -33.508, -19.714, 15.564, 0.137, -2.714, 0.000, 35.34,
 21:37:53.684,COM3, -0.072, 0.061, 1.095, 118.713, 24.109, -16.724, 3.164, 1.505, 0.000, 35.31,
 21:37:53.733,COM3, -0.097, 0.207, 0.896, 92.834, 17.822, -20.447, 13.008, 4.460, 0.000, 35.32,
 21:37:53.780,COM3, -0.155, 0.289, 0.875, 30.640, 81.787, 19.287, 18.248, 6.021, 0.000, 35.33,
 21:37:53.830,COM3, -0.085, 0.212, 1.054, 40.527, 5.798, -13.428, 11.393, 8.218, 0.000, 35.33,
 21:37:53.879,COM3, -0.083, 0.258, 1.028, 75.439, 37.903, -16.541, 14.079, 4.609, 0.000, 35.33,
 21:37:53.929,COM3, -0.232, 0.358, 0.946, 132.813, 4.761, -33.020, 20.715, 4.664, 0.000, 35.33,
 21:37:53.978,COM3, -0.292, 0.520, 0.843, 168.762, -2.991, -58.472, 31.674, 13.206, 0.000, 35.32,
 21:37:54.038,COM3, -0.253, 0.630, 0.797, 138.367, -33.936, -61.829, 38.320, 16.040, 0.000, 35.35,
 21:37:54.076,COM3, -0.435, 0.713, 0.692, 166.504, -53.528, -43.335, 45.390, 15.579, -3.120, 35.34,
 21:37:54.127,COM3, -0.543, 0.775, 0.571, 187.683, -68.665, -53.284, 53.427, 15.809, -7.240, 35.34,
 21:37:54.175,COM3, -0.337, 0.826, 0.318, 160.828, -107.544, -12.146, 60.496, 13.705, -12.426, 35.34,
 21:37:54.244,COM3, 0.070, 0.804, 0.158, 113.647, -136.475, 115.540, 65.956, 6.207, -16.370, 35.30,
 21:37:54.287,COM3, 0.208, 0.703, 0.158, 71.350, -54.382, 171.936, 69.785, -2.631, -15.705, 35.36,
 21:37:55.048,COM3, 0.421, 0.736, 0.116, 82.458, -19.714, 108.704, 73.696, -8.751, -14.529, 35.33,
 21:37:55.096,COM3, 0.379, -0.160, 1.138, -15.747, 96.924, 66.528, -7.982, -20.116, 0.000, 35.35,
 21:37:55.147,COM3, 0.317, -0.192, 1.075, 28.015, 101.196, 78.552, -10.140, -19.133, 0.000, 35.36,
 21:37:55.198,COM3, 0.303, -0.251, 1.097, 52.673, 46.570, 68.115, -12.914, -15.749, 0.000, 35.34,
 21:37:55.242,COM3, 0.164, -0.180, 0.997, 79.163, 52.612, 40.344, -10.239, -16.639, 0.000, 35.38,
 21:37:55.291,COM3, 0.221, -0.128, 1.015, 80.383, 39.917, 43.823, -7.180, -9.080, 0.000, 35.34,
 21:37:55.339,COM3, 0.236, -0.123, 0.965, 85.083, 48.035, 71.472, -7.267, -12.816, 0.000, 35.35,
 21:37:55.389,COM3, 0.316, -0.089, 1.071, 47.058, 56.641, 50.964, -4.741, -12.398, 0.000, 35.35,
 21:37:55.443,COM3, 0.051, -0.227, 1.321, 109.619, 65.308, 17.273, -9.728, -13.266, 0.000, 35.35,
 21:37:55.489,COM3, 0.088, -0.003, 1.073, 216.064, -21.362, -72.632, -0.181, -2.736, 0.000, 35.37,
 21:37:55.536,COM3, 0.067, 0.201, 0.821, 255.615, 20.447, -74.036, 13.738, -5.938, 0.000, 35.37,
 21:37:55.589,COM3, 0.086, 0.437, 0.574, 156.616, -40.405, -92.285, 23.989, -6.729, -4.741, 35.37,
 21:37:55.644,COM3, 0.168, 0.488, 0.663, 80.383, -23.804, -69.214, 28.674, -6.257, -8.542, 35.35,
 21:37:55.682,COM3, 0.036, 0.478, 0.793, 56.946, -42.480, -122.253, 31.981, -5.197, -14.315, 35.35,
 21:37:55.740,COM3, -0.249, 0.480, 0.796, 105.286, -153.687, -206.665, 37.908, -5.279, -26.450, 35.36,
 21:37:55.792,COM3, -0.320, 0.630, 0.533, 113.464, -235.779, -277.039, 45.456, -4.609, -44.407, 35.36,
 21:37:56.554,COM3, 0.147, 0.630, 0.523, -44.800, -161.133, -180.847, 44.863, -3.312, -57.552, 35.39,
 21:37:56.600,COM3, -0.008, -0.664, 0.826, -6.409, -23.804, 93.750, -38.787, -7.894, 0.000, 35.38,
 21:37:56.658,COM3, 0.157, -0.667, 0.882, -12.329, -24.475, 52.673, -37.079, 0.401, 0.000, 35.40,
 21:37:56.713,COM3, 0.021, -0.727, 0.953, 46.936, -5.676, 66.833, -37.332, -7.476, 0.000, 35.39,
 21:37:56.747,COM3, 0.101, -0.635, 0.938, 109.558, -39.795, 34.424, -34.118, -1.060, 0.000, 35.39,
 21:37:56.799,COM3, 0.093, -0.530, 0.849, 156.128, -16.418, 21.362, -31.998, -5.740, 0.000, 35.38,
 21:37:56.854,COM3, 0.286, -0.383, 0.872, 121.521, -66.040, -3.479, -23.698, -5.565, 0.000, 35.38,
 21:37:56.895,COM3, 0.063, -0.404, 1.083, 94.727, -15.259, 0.854, -20.435, -13.898, 0.000, 35.38,
 21:37:56.954,COM3, 0.228, -0.258, 1.046, 250.183, -112.488, -99.121, -13.843, -3.318, 0.000, 35.38,
 21:37:57.001,COM3, 0.264, 0.115, 0.784, 159.424, -31.799, -29.968, 8.355, -16.024, 0.000, 35.38,
 21:37:57.047,COM3, 0.257, 0.158, 0.907, 112.427, -19.104, -14.526, 9.888, -15.980, 0.000, 35.40,
 21:37:57.093,COM3, 0.372, 0.285, 0.845, 73.364, -36.865, -15.747, 14.711, -17.693, -1.241, 35.38,
 21:37:57.153,COM3, 0.358, 0.304, 0.960, 73.242, -8.545, -12.756, 18.182, -17.952, -1.741, 35.38,
 21:37:57.192,COM3, 0.277, 0.375, 0.897, 100.525, -45.715, -53.528, 24.088, -19.380, -5.131, 35.39,
 21:37:57.244,COM3, 0.349, 0.451, 0.837, 157.104, -66.956, -93.689, 33.179, -19.880, -10.635, 35.39,
 21:37:57.290,COM3, 0.381, 0.636, 0.665, 110.046, -22.034, -79.102, 40.583, -19.056, -14.941, 35.39,
 21:37:58.063,COM3, 1.163, 0.605, 0.698, 109.192, -37.903, -78.064, 46.818, -18.276, -19.517, 35.39,
 21:37:58.112,COM3, 0.625, -0.588, 0.282, -306.152, 128.418, 65.735, -64.391, -60.749, 0.000, 35.41,
 21:37:58.161,COM3, 0.652, -0.687, 0.800, -249.695, 73.364, -26.184, -40.660, -30.685, 0.000, 35.42,
 21:37:58.208,COM3, 0.717, -0.533, 0.446, -27.893, 36.560, -2.319, -50.076, -43.204, 0.000, 35.38,
 21:37:58.257,COM3, 0.638, -0.512, 0.263, -75.012, 57.800, -5.920, -62.803, -51.224, 0.000, 35.39,
 21:37:58.307,COM3, 0.735, -0.597, 0.563, -187.561, 57.495, -16.541, -46.686, -37.870, 0.000, 35.39,
 21:37:58.355,COM3, 0.634, -0.596, 0.461, -63.110, 67.200, -19.836, -52.256, -44.269, 0.000, 35.40,
 21:37:58.405,COM3, 0.627, -0.654, 0.580, -92.529, 42.053, -33.936, -48.461, -35.947, 0.000, 35.39,
 21:37:58.469,COM3, 0.674, -0.668, 0.557, -109.497, 37.476, -63.782, -50.213, -35.777, 0.000, 35.41,
 21:37:58.505,COM3, 0.712, -0.611, 0.553, -9.094, 9.521, -52.185, -47.851, -39.282, 0.000, 35.40,
 21:37:58.557,COM3, 0.794, -0.552, 0.430, -42.847, -8.240, -65.735, -52.081, -45.500, 0.000, 35.42,
 21:37:58.602,COM3, 0.673, -0.550, 0.489, 23.071, 4.211, -59.570, -49.977, -47.532, -2.829, 35.41,
 21:37:58.652,COM3, 0.720, -0.420, 0.400, 5.554, -0.549, -90.027, -46.066, -50.966, -7.020, 35.41,
 21:37:58.703,COM3, 0.733, -0.426, 0.534, 53.650, 31.799, -55.664, -40.573, -51.910, -11.514, 35.40,
 21:37:58.777,COM3, 0.727, -0.294, 0.338, 89.172, 29.907, -41.687, -32.695, -52.542, -15.546, 35.40,
 21:37:58.798,COM3, 0.696, -0.296, 0.466, 43.823, -5.432, -36.804, -28.806, -53.405, -18.056, 35.39,
 21:37:59.615,COM3, 0.536, -0.225, 0.357, 26.855, -51.819, 1.892, -28.806, -53.405, -18.056, 35.42,
 21:37:59.665,COM3, 0.265, 0.647, 0.583, 73.425, -19.653, -93.750, 47.972, -31.575, 0.000, 35.43,
 21:37:59.713,COM3, 0.203, 0.717, 0.512, 117.615, -21.240, -137.024, 54.465, -16.749, 0.000, 35.43,
 21:37:59.765,COM3, 0.304, 0.812, 0.412, 59.937, 0.000, -96.924, 63.116, -12.546, 0.000, 35.44,
 21:37:59.812,COM3, 0.191, 0.824, 0.359, 53.467, -16.235, -81.726, 66.456, -18.710, 0.000, 35.42,
 21:37:59.861,COM3, -0.188, 0.886, 0.208, 68.237, -61.523, -127.441, 76.811, -11.854, 0.000, 35.46,
 21:37:59.909,COM3, -0.151, 0.929, 0.361, -24.841, -48.950, -124.268, 68.763, 10.684, 0.000, 35.45,
 21:37:59.958,COM3, -0.188, 0.903, 0.335, 18.188, -6.958, -43.396, 69.653, 8.899, 0.000, 35.42,
 21:38:00.007,COM3, -0.206, 0.914, 0.287, -29.785, -30.212, -30.518, 72.559, 11.129, 0.000, 35.42,
 21:38:00.061,COM3, -0.108, 0.888, 0.355, -27.039, -27.039, 16.846, 68.214, 12.162, 0.000, 35.44,
 21:38:00.109,COM3, -0.083, 0.853, 0.397, -27.405, -1.404, 16.296, 66.791, 11.025, 0.857, 35.42,
 21:38:00.160,COM3, 0.054, 0.915, 0.424, -38.208, -0.854, 35.950, 65.094, 9.382, 1.176, 35.43,
 21:38:00.204,COM3, 0.137, 0.912, 0.574, -40.405, -7.446, 46.509, 62.891, 7.004, 1.890, 35.44,
 21:38:00.253,COM3, 0.033, 0.880, 0.547, 5.737, -1.526, 13.794, 62.858, 5.933, 2.422, 35.44,
 21:38:00.301,COM3, -0.053, 0.866, 0.472, 8.789, -3.967, -18.005, 63.138, 6.174, 1.714, 35.44,
 21:38:01.075,COM3, 0.066, 0.889, 0.386, 2.258, -5.310, -6.470, 63.523, 6.350, 1.121, 35.44,
 21:38:01.123,COM3, 0.083, -0.457, 0.901, 29.297, 34.058, -2.319, -26.862, -3.730, 0.000, 35.44,
 21:38:01.174,COM3, 0.029, -0.424, 0.822, 7.996, 18.555, -0.793, -27.268, -5.158, 0.000, 35.45,
 21:38:01.221,COM3, 0.042, -0.432, 0.899, -20.813, 9.888, -19.653, -25.637, -1.681, 0.000, 35.47,
 21:38:01.271,COM3, 0.082, -0.458, 0.916, -2.197, 7.385, -9.888, -26.537, -2.318, 0.000, 35.45,
 21:38:01.319,COM3, 0.156, -0.440, 0.891, 4.883, 13.550, -3.601, -26.312, -4.691, 0.000, 35.46,
 21:38:01.369,COM3, 0.074, -0.446, 0.871, 15.015, 5.127, -21.545, -27.136, -9.069, 0.000, 35.46,
 21:38:01.416,COM3, 0.163, -0.433, 0.922, -16.235, 5.493, -57.983, -25.148, -4.164, 0.000, 35.47,
 21:38:01.465,COM3, 0.093, -0.436, 0.937, 28.992, -70.068, -88.135, -24.950, -8.943, 0.000, 35.46,
 21:38:01.515,COM3, 0.123, -0.327, 0.950, 28.809, -36.377, -84.473, -19.006, -5.301, 0.000, 35.46,
 21:38:01.565,COM3, 0.265, -0.303, 0.926, 41.016, -78.918, -56.702, -18.122, -7.169, 0.000, 35.47,
