Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 13:22:35.052,COM4, -0.233, 0.048, -0.981, -2.625, 55.237, 8.362, 178.649, 14.974, 82.189, 37.50,
 13:22:35.099,COM4, -0.199, 0.024, -0.951, 6.470, 22.949, 7.813, 178.781, 13.420, 81.777, 37.52,
 13:22:35.146,COM4, -0.191, 0.044, -0.972, 6.653, 57.312, 0.549, 179.203, 10.256, 81.771, 37.52,
 13:22:35.193,COM4, -0.224, 0.020, -1.022, 12.512, 21.973, -3.418, 179.753, 9.185, 81.947, 37.52,
 13:22:35.239,COM4, -0.149, 0.013, -1.000, -14.526, 28.748, 5.920, 179.088, 8.042, 81.760, 37.51,
 13:22:35.291,COM4, -0.086, 0.015, -1.059, 10.925, -0.305, 5.371, 179.698, 7.976, 81.332, 37.51,
 13:22:35.339,COM4, -0.015, 0.041, -0.939, 1.770, 67.505, 20.447, 179.451, 3.823, 80.486, 37.54,
 13:22:35.396,COM4, -0.082, 0.019, -1.075, 18.921, 40.405, 5.920, -179.517, 1.879, 80.019, 37.51,
 13:22:35.443,COM4, -0.045, 0.019, -0.976, -17.944, 46.631, -1.953, 179.473, -0.352, 80.316, 37.50,
 13:22:35.490,COM4, 0.031, 0.020, -1.037, -7.019, 20.935, 9.216, 179.319, -1.011, 79.843, 37.51,
 13:22:35.537,COM4, -0.003, 0.024, -0.998, 4.272, 2.991, 6.470, 179.396, -1.730, 79.404, 37.53,
 13:22:35.599,COM4, 0.047, 0.036, -1.009, -3.052, 30.457, -0.183, 179.297, -3.477, 79.481, 37.52,
 13:22:35.639,COM4, 0.097, 0.008, -0.990, -4.211, 34.607, 4.761, 178.989, -4.823, 79.206, 37.51,
 13:22:35.704,COM4, 0.182, 0.021, -1.024, -3.540, 24.414, 10.010, 178.962, -7.009, 78.734, 37.52,
 13:22:35.751,COM4, 0.085, 0.041, -0.977, -1.282, 21.301, 13.123, 178.555, -8.679, 78.118, 37.53,
 13:22:35.798,COM4, 0.210, 0.018, -0.977, -16.357, 41.077, 0.000, 177.918, -9.899, 78.157, 37.53,
 13:22:35.845,COM4, 0.215, 0.046, -1.054, 6.042, 18.738, 9.705, 178.297, -11.277, 77.580, 37.53,
 13:22:35.892,COM4, 0.212, 0.048, -0.966, -21.179, 36.499, 1.770, 177.391, -13.156, 77.596, 37.53,
 13:22:35.958,COM4, 0.231, 0.066, -0.986, -3.906, 36.072, 2.625, 177.094, -14.480, 77.542, 37.52,
 13:22:35.989,COM4, 0.313, 0.055, -0.955, -18.372, 35.034, 1.953, 176.331, -16.452, 77.503, 37.52,
 13:22:36.036,COM4, 0.331, 0.101, -0.961, -6.042, 37.659, 9.705, 175.990, -18.902, 77.212, 37.52,
 13:22:36.099,COM4, 0.329, 0.084, -0.883, -14.343, 57.861, 7.019, 174.957, -21.346, 77.261, 37.54,
 13:22:36.145,COM4, 0.394, 0.102, -0.977, -11.536, 24.170, -4.089, 174.639, -22.143, 77.316, 37.53,
 13:22:36.192,COM4, 0.372, 0.118, -0.918, -15.564, 28.198, 5.981, 173.771, -24.131, 77.256, 37.54,
 13:22:36.239,COM4, 0.510, 0.104, -0.916, -19.592, 76.904, 3.357, 172.760, -26.823, 77.525, 37.54,
 13:22:36.286,COM4, 0.496, 0.115, -0.884, -31.860, 36.926, 10.193, 171.584, -29.361, 77.135, 37.54,
 13:22:36.349,COM4, 0.537, 0.159, -0.834, -16.113, 30.396, -7.568, 170.211, -31.157, 77.717, 37.52,
 13:22:36.388,COM4, 0.493, 0.178, -0.808, -13.367, 45.715, 6.775, 169.107, -33.459, 78.124, 37.52,
 13:22:36.435,COM4, 0.635, 0.170, -0.843, -27.222, 62.988, -5.188, 167.717, -35.480, 78.865, 37.54,
 13:22:36.498,COM4, 0.595, 0.198, -0.721, -27.771, 28.015, 11.597, 166.174, -37.809, 78.761, 37.53,
 13:22:36.545,COM4, 0.668, 0.234, -0.790, -12.573, 58.899, -7.874, 165.031, -39.781, 79.799, 37.55,
 13:22:36.592,COM4, 0.658, 0.206, -0.683, -35.828, 18.005, 0.854, 163.070, -41.369, 80.217, 37.55,
 13:22:36.638,COM4, 0.676, 0.212, -0.698, -3.906, 48.706, -1.587, 162.065, -43.440, 81.249, 37.53,
 13:22:36.685,COM4, 0.701, 0.247, -0.673, -28.809, 34.363, -1.221, 160.093, -45.022, 82.106, 37.54,
 13:22:36.748,COM4, 0.702, 0.255, -0.598, -14.282, 26.794, -7.385, 158.324, -46.176, 83.216, 37.54,
 13:22:36.795,COM4, 0.733, 0.274, -0.645, -2.319, 19.226, 5.493, 157.972, -47.126, 83.562, 37.53,
 13:22:36.842,COM4, 0.700, 0.262, -0.617, -15.991, 14.709, -5.981, 156.676, -47.653, 84.265, 37.54,
 13:22:36.888,COM4, 0.727, 0.281, -0.571, -6.409, 9.399, -3.845, 155.748, -48.021, 84.963, 37.54,
 13:22:36.935,COM4, 0.700, 0.273, -0.651, 1.953, 13.123, 0.000, 155.814, -48.296, 85.188, 37.55,
 13:22:36.998,COM4, 0.749, 0.287, -0.600, -15.808, 11.963, -6.897, 154.490, -48.549, 85.908, 37.54,
 13:22:37.045,COM4, 0.766, 0.290, -0.585, -5.920, 13.184, 3.418, 153.885, -49.427, 86.193, 37.54,
 13:22:37.092,COM4, 0.776, 0.294, -0.555, -22.888, 33.020, 2.014, 151.979, -51.147, 87.325, 37.54,
 13:22:37.138,COM4, 0.766, 0.301, -0.512, -15.564, 30.579, -6.531, 149.974, -52.267, 88.797, 37.54,
 13:22:37.185,COM4, 0.783, 0.313, -0.508, -4.700, -5.615, -9.583, 149.365, -51.960, 89.231, 37.54,
 13:22:37.248,COM4, 0.749, 0.309, -0.509, 3.967, -4.883, 4.517, 149.645, -51.993, 88.978, 37.53,
 13:22:37.295,COM4, 0.775, 0.316, -0.523, -1.099, 7.568, -8.301, 148.991, -52.009, 89.769, 37.54,
 13:22:37.342,COM4, 0.729, 0.320, -0.522, 4.089, -11.536, 8.240, 149.623, -51.812, 88.940, 37.54,
 13:22:37.390,COM4, 0.829, 0.325, -0.543, -5.676, 9.888, -8.362, 148.760, -51.888, 89.879, 37.53,
 13:22:37.447,COM4, 0.733, 0.319, -0.520, 3.784, -5.432, 8.423, 149.414, -51.921, 89.006, 37.54,
 13:22:37.494,COM4, 0.762, 0.325, -0.523, -9.460, 7.507, -11.353, 148.184, -51.960, 90.165, 37.54,
 13:22:37.540,COM4, 0.739, 0.343, -0.510, -1.282, 8.423, -2.441, 147.859, -52.103, 90.439, 37.55,
 13:22:37.587,COM4, 0.785, 0.339, -0.543, -4.639, 6.653, -0.671, 147.491, -52.180, 90.714, 37.51,
 13:22:37.647,COM4, 0.778, 0.327, -0.513, -13.611, 16.479, 2.136, 146.514, -52.910, 91.170, 37.53,
 13:22:37.695,COM4, 0.811, 0.345, -0.437, -17.151, 21.973, 1.038, 144.662, -53.932, 92.269, 37.54,
 13:22:37.742,COM4, 0.805, 0.344, -0.476, -0.671, 12.695, -2.747, 144.064, -54.333, 92.950, 37.55,
 13:22:37.789,COM4, 0.818, 0.346, -0.459, -14.954, 14.038, -3.357, 142.526, -54.794, 93.966, 37.54,
 13:22:37.836,COM4, 0.780, 0.367, -0.466, -17.578, 39.307, -3.723, 139.922, -56.096, 96.191, 37.53,
 13:22:37.883,COM4, 0.823, 0.372, -0.378, -18.127, 21.240, -5.554, 137.461, -56.635, 97.872, 37.55,
 13:22:37.945,COM4, 0.829, 0.385, -0.388, -14.526, 33.142, -1.038, 135.225, -57.711, 99.783, 37.54,
 13:22:37.992,COM4, 0.840, 0.376, -0.303, -20.325, 15.869, -0.793, 133.028, -58.282, 100.964, 37.54,
 13:22:38.039,COM4, 0.809, 0.395, -0.346, -1.160, 17.090, -2.075, 131.737, -58.799, 102.299, 37.52,
 13:22:38.086,COM4, 0.859, 0.396, -0.291, -19.531, 13.367, -5.737, 129.578, -59.041, 103.672, 37.57,
 13:22:38.133,COM4, 0.827, 0.397, -0.269, -5.798, 9.521, 7.629, 128.705, -59.727, 104.128, 37.53,
 13:22:38.195,COM4, 0.854, 0.413, -0.325, 2.563, 7.385, -8.911, 128.106, -59.623, 104.974, 37.55,
 13:22:38.242,COM4, 0.842, 0.419, -0.264, -11.169, 1.526, 5.493, 127.551, -59.963, 104.859, 37.54,
 13:22:38.289,COM4, 0.866, 0.404, -0.253, -2.747, 9.644, -5.127, 126.491, -60.073, 105.760, 37.54,
 13:22:38.336,COM4, 0.914, 0.383, -0.256, -5.188, 0.732, -4.089, 126.046, -59.969, 105.969, 37.57,
 13:22:38.391,COM4, 0.710, 0.419, -0.259, 4.883, -1.953, -5.249, 125.909, -59.804, 106.254, 37.57,
 13:22:38.439,COM4, 0.854, 0.433, -0.273, -2.563, 21.973, -28.076, 123.651, -58.804, 108.858, 37.55,
 13:22:38.486,COM4, 0.819, 0.440, -0.276, -3.052, -3.235, 7.813, 124.420, -58.881, 107.677, 37.55,
 13:22:38.533,COM4, 0.854, 0.422, -0.292, -1.343, 5.859, -1.343, 124.008, -58.903, 108.160, 37.54,
 13:22:38.596,COM4, 0.858, 0.416, -0.227, -11.658, -0.610, 0.427, 123.228, -59.024, 108.204, 37.54,
 13:22:38.642,COM4, 0.830, 0.430, -0.256, 1.892, 3.052, 7.996, 123.091, -59.436, 108.408, 37.56,
 13:22:38.691,COM4, 0.877, 0.412, -0.221, -7.874, 7.202, -11.108, 121.712, -59.255, 109.462, 37.55,
 13:22:38.738,COM4, 0.807, 0.425, -0.240, 0.671, 0.854, 9.888, 121.948, -59.689, 109.160, 37.58,
 13:22:38.785,COM4, 0.859, 0.433, -0.209, -6.531, 5.371, -7.019, 120.740, -59.524, 110.121, 37.56,
 13:22:38.832,COM4, 0.822, 0.431, -0.251, 2.991, 4.578, 0.305, 120.817, -59.634, 110.204, 37.57,
 13:22:38.884,COM4, 0.877, 0.438, -0.243, -6.165, 6.409, -2.258, 120.119, -59.628, 110.715, 37.56,
 13:22:38.940,COM4, 0.826, 0.419, -0.218, -5.249, 2.075, -0.854, 119.762, -59.738, 110.759, 37.53,
 13:22:38.987,COM4, 0.869, 0.424, -0.212, -3.296, 6.897, 3.662, 118.949, -59.991, 111.467, 37.54,
 13:22:39.034,COM4, 0.841, 0.429, -0.220, -6.348, 14.404, -4.456, 117.504, -60.178, 112.703, 37.55,
 13:22:39.081,COM4, 0.858, 0.453, -0.185, -20.813, 22.278, -1.587, 114.554, -60.568, 114.922, 37.56,
 13:22:39.144,COM4, 0.865, 0.451, -0.143, -12.268, 20.874, -0.977, 112.044, -60.980, 116.927, 37.56,
 13:22:39.190,COM4, 0.826, 0.449, -0.161, -2.563, 8.850, 0.244, 111.110, -61.133, 117.790, 37.57,
 13:22:39.237,COM4, 0.869, 0.452, -0.139, -7.568, 8.057, -3.601, 109.814, -61.046, 118.724, 37.56,
 13:22:39.284,COM4, 0.866, 0.449, -0.127, -11.963, 14.160, 0.488, 107.941, -61.320, 120.163, 37.54,
 13:22:39.331,COM4, 0.843, 0.440, -0.100, -13.000, 18.127, 0.000, 105.656, -61.595, 121.981, 37.56,
 13:22:39.392,COM4, 0.869, 0.457, -0.085, -8.240, 14.771, -6.165, 103.683, -61.501, 123.580, 37.57,
 13:22:39.449,COM4, 0.858, 0.461, -0.109, -11.230, 20.020, 2.502, 101.574, -61.831, 125.442, 37.58,
 13:22:39.480,COM4, 0.869, 0.457, -0.050, -19.958, 22.827, -4.333, 98.361, -61.864, 127.881, 37.57,
 13:22:39.543,COM4, 0.848, 0.452, -0.012, -10.254, 10.620, -1.160, 96.509, -61.891, 129.100, 37.57,
 13:22:39.590,COM4, 0.867, 0.455, -0.016, -6.714, 15.442, -5.493, 94.548, -61.699, 130.908, 37.57,
 13:22:39.636,COM4, 0.824, 0.468, 0.002, -12.695, 17.456, 4.150, 92.247, -61.935, 132.781, 37.54,
 13:22:39.683,COM4, 0.845, 0.464, 0.023, -13.977, 18.005, -6.348, 89.714, -61.633, 134.742, 37.54,
 13:22:39.730,COM4, 0.854, 0.479, 0.006, -8.179, 22.583, 2.319, 87.610, -61.666, 136.840, 37.54,
 13:22:39.793,COM4, 0.879, 0.451, 0.096, -21.667, 12.512, -8.606, 85.204, -61.287, 138.115, 37.54,
 13:22:39.839,COM4, 0.819, 0.478, 0.037, 2.075, 11.047, 6.531, 84.161, -61.496, 139.460, 37.56,
 13:22:39.886,COM4, 0.884, 0.481, 0.084, -17.700, 18.860, -7.996, 81.683, -60.936, 141.301, 37.53,
 13:22:39.933,COM4, 0.830, 0.470, 0.107, -11.536, 11.475, 0.000, 80.008, -60.897, 142.454, 37.57,
 13:22:39.980,COM4, 0.881, 0.445, 0.079, -3.235, 9.644, -8.789, 79.277, -60.370, 143.124, 37.57,
 13:22:40.043,COM4, 0.782, 0.456, 0.152, -27.893, 7.751, 4.944, 76.959, -60.513, 144.190, 37.57,
 13:22:40.089,COM4, 0.853, 0.484, 0.172, 5.981, 11.475, -9.949, 75.943, -59.689, 145.256, 37.56,
 13:22:40.136,COM4, 0.819, 0.483, 0.111, -9.155, 10.925, 3.479, 74.828, -59.727, 146.365, 37.54,
 13:22:40.183,COM4, 0.841, 0.457, 0.186, -10.925, 10.315, -2.625, 73.273, -59.469, 147.233, 37.55,
 13:22:40.230,COM4, 0.816, 0.482, 0.120, 2.502, 3.296, 2.441, 73.169, -59.546, 147.601, 37.55,
 13:22:40.293,COM4, 0.867, 0.472, 0.194, -12.878, 7.019, -3.174, 71.895, -59.266, 148.206, 37.57,
 13:22:40.340,COM4, 0.840, 0.464, 0.167, 1.282, 6.897, -0.671, 71.450, -59.216, 148.810, 37.55,
 13:22:40.386,COM4, 0.795, 0.480, 0.166, 1.404, 1.343, 1.770, 71.406, -59.222, 148.887, 37.52,
 13:22:40.433,COM4, 0.829, 0.475, 0.184, -2.625, 3.784, -6.165, 71.136, -58.837, 148.947, 37.55,
 13:22:40.481,COM4, 0.817, 0.483, 0.182, 6.775, -0.427, -2.808, 71.312, -58.716, 149.013, 37.57,
 13:22:40.544,COM4, 0.825, 0.500, 0.201, 4.761, -7.141, -5.005, 72.136, -58.519, 148.326, 37.58,
 13:22:40.591,COM4, 0.839, 0.490, 0.156, 36.865, -29.114, -7.874, 75.394, -58.480, 145.712, 37.58,
 13:22:40.638,COM4, 0.830, 0.519, 0.038, -2.502, -9.216, 4.517, 76.844, -58.651, 145.118, 37.55,
 13:22:40.685,COM4, 0.854, 0.501, 0.215, -8.545, -9.216, -5.859, 76.339, -58.557, 144.388, 37.55,
 13:22:40.732,COM4, 0.786, 0.499, 0.097, 18.433, -12.329, 2.869, 78.184, -58.645, 143.448, 37.57,
 13:22:40.794,COM4, 0.896, 0.518, 0.115, 0.549, -5.981, -1.587, 79.195, -58.453, 142.372, 37.57,
 13:22:40.841,COM4, 0.800, 0.501, 0.118, 1.099, -9.033, -7.263, 80.063, -58.535, 141.306, 37.57,
 13:22:40.888,COM4, 0.778, 0.509, 0.079, 19.287, -22.705, -7.202, 82.452, -58.074, 139.367, 37.55,
 13:22:40.935,COM4, 0.828, 0.524, 0.031, 11.780, -20.203, -16.724, 84.952, -57.530, 137.263, 37.56,
 13:22:40.982,COM4, 0.775, 0.514, 0.060, -1.953, -33.936, 4.822, 87.204, -57.700, 134.517, 37.55,
 13:22:41.028,COM4, 0.831, 0.522, 0.016, 22.217, -43.030, -11.353, 91.296, -57.266, 130.518, 37.56,
 13:22:41.091,COM4, 0.836, 0.534, -0.068, 22.278, -48.950, 12.207, 96.141, -57.469, 126.074, 37.56,
 13:22:41.138,COM4, 0.848, 0.506, -0.065, 13.428, -46.387, -11.536, 100.162, -57.003, 122.119, 37.58,
 13:22:41.185,COM4, 0.804, 0.523, -0.140, 31.799, -49.561, 1.160, 105.145, -56.442, 117.828, 37.58,
 13:22:41.232,COM4, 0.787, 0.528, -0.195, 15.320, -46.021, -15.198, 109.341, -55.212, 114.027, 37.57,
 13:22:41.278,COM4, 0.749, 0.529, -0.208, 28.015, -63.965, -1.831, 114.263, -53.866, 109.204, 37.59,
 13:22:41.341,COM4, 0.771, 0.540, -0.328, 33.142, -55.664, -10.071, 119.366, -52.147, 105.134, 37.56,
 13:22:41.388,COM4, 0.721, 0.538, -0.312, 10.071, -63.416, 1.221, 123.019, -50.740, 101.008, 37.59,
 13:22:41.434,COM4, 0.723, 0.512, -0.402, 33.203, -68.970, -5.005, 127.914, -48.538, 96.630, 37.57,
 13:22:41.491,COM4, 0.678, 0.527, -0.451, 12.268, -29.541, 1.709, 130.122, -47.565, 94.757, 37.58,
 13:22:41.538,COM4, 0.687, 0.501, -0.404, 10.620, -57.373, -2.502, 132.632, -45.654, 91.774, 37.57,
 13:22:41.584,COM4, 0.653, 0.504, -0.544, 43.091, -66.345, 2.625, 137.313, -43.330, 88.110, 37.57,
 13:22:41.631,COM4, 0.616, 0.492, -0.602, 12.085, -49.316, -5.554, 139.455, -41.254, 86.149, 37.56,
 13:22:41.678,COM4, 0.580, 0.494, -0.551, 5.554, -54.993, -2.563, 141.037, -39.095, 83.979, 37.57,
 13:22:41.741,COM4, 0.580, 0.479, -0.659, 31.494, -61.523, -8.057, 143.893, -36.304, 81.804, 37.57,
 13:22:41.788,COM4, 0.471, 0.466, -0.686, 10.010, -75.989, -5.981, 145.865, -33.338, 79.607, 37.56,
 13:22:41.834,COM4, 0.385, 0.471, -0.690, 23.682, -70.740, -10.376, 147.689, -30.042, 77.877, 37.58,
 13:22:41.881,COM4, 0.359, 0.438, -0.813, 22.156, -112.488, -6.348, 150.485, -24.879, 74.685, 37.56,
 13:22:41.928,COM4, 0.362, 0.446, -0.815, 18.372, -48.950, 3.601, 152.062, -22.714, 73.224, 37.58,
 13:22:41.991,COM4, 0.241, 0.425, -0.848, 15.564, -71.472, -5.615, 153.512, -19.517, 71.620, 37.58,
 13:22:42.038,COM4, 0.201, 0.415, -0.866, 20.874, -105.286, -0.549, 155.226, -14.958, 69.461, 37.57,
 13:22:42.085,COM4, 0.021, 0.404, -0.914, 15.442, -122.864, 4.272, 156.709, -9.509, 66.638, 37.56,
 13:22:42.131,COM4, 0.004, 0.417, -0.928, 8.484, -126.282, 0.610, 157.396, -3.279, 64.023, 37.56,
 13:22:42.178,COM4, -0.070, 0.380, -0.929, 23.560, -83.923, 10.071, 158.626, 0.308, 62.018, 37.57,
 13:22:42.225,COM4, -0.107, 0.377, -0.961, 17.456, -48.462, -2.625, 159.582, 2.708, 61.238, 37.59,
 13:22:42.288,COM4, -0.173, 0.360, -0.917, 13.184, -60.974, 2.075, 159.944, 5.350, 60.172, 37.58,
 13:22:42.334,COM4, -0.224, 0.352, -0.971, 14.221, -74.219, 2.625, 160.527, 9.003, 58.689, 37.59,
 13:22:42.381,COM4, -0.302, 0.341, -0.924, -1.343, -77.637, 8.484, 160.120, 12.502, 57.003, 37.60,
 13:22:42.428,COM4, -0.370, 0.347, -0.906, 22.461, -98.999, 7.446, 160.582, 16.793, 55.031, 37.57,
 13:22:42.491,COM4, -0.441, 0.351, -0.931, 7.507, -98.999, 10.071, 160.395, 21.407, 52.723, 37.55,
 13:22:42.538,COM4, -0.469, 0.340, -0.863, 4.578, -72.815, 5.005, 159.950, 24.785, 51.125, 37.56,
 13:22:42.585,COM4, -0.484, 0.328, -0.865, 11.414, -37.415, 3.662, 160.159, 26.642, 50.191, 37.57,
 13:22:42.632,COM4, -0.545, 0.318, -0.833, 2.441, -35.889, 1.221, 159.901, 28.284, 49.395, 37.59,
 13:22:42.679,COM4, -0.572, 0.344, -0.846, 4.211, -73.914, 6.226, 159.313, 31.470, 47.703, 37.59,
 13:22:42.726,COM4, -0.616, 0.322, -0.781, 6.592, -58.716, 4.517, 158.659, 34.178, 46.154, 37.57,
 13:22:42.788,COM4, -0.638, 0.335, -0.796, 2.930, -34.485, -0.183, 158.461, 35.788, 45.423, 37.59,
 13:22:42.835,COM4, -0.654, 0.318, -0.714, -0.854, -69.824, 6.836, 157.132, 38.754, 43.539, 37.59,
 13:22:42.882,COM4, -0.694, 0.349, -0.713, -10.620, -14.282, 1.526, 156.418, 39.721, 42.841, 37.59,
 13:22:42.929,COM4, -0.695, 0.337, -0.671, 5.066, -6.836, -6.348, 156.561, 40.292, 43.022, 37.57,
 13:22:42.976,COM4, -0.722, 0.313, -0.700, 7.080, -62.256, 12.756, 155.643, 42.704, 40.842, 37.58,
 13:22:43.038,COM4, -0.709, 0.331, -0.654, 7.263, -52.246, 2.441, 154.869, 44.918, 39.254, 37.57,
 13:22:43.085,COM4, -0.782, 0.341, -0.637, -1.465, -18.921, -6.104, 154.446, 46.126, 38.661, 37.58,
 13:22:43.132,COM4, -0.802, 0.301, -0.575, 4.639, -17.700, -16.541, 154.863, 47.450, 39.210, 37.59,
 13:22:43.179,COM4, -0.799, 0.309, -0.614, 15.442, -35.583, -5.249, 155.231, 49.131, 38.600, 37.59,
 13:22:43.226,COM4, -0.823, 0.276, -0.599, 14.404, -44.861, -1.953, 154.940, 51.262, 37.233, 37.59,
 13:22:43.288,COM4, -0.844, 0.277, -0.553, 4.028, -63.721, -6.104, 153.605, 54.355, 35.294, 37.59,
 13:22:43.335,COM4, -0.866, 0.287, -0.504, 2.930, -50.049, -6.409, 152.798, 56.700, 34.036, 37.58,
 13:22:43.382,COM4, -0.978, 0.256, -0.399, 8.240, -60.425, -20.264, 151.688, 60.057, 32.646, 37.56,
 13:22:43.429,COM4, -0.953, 0.241, -0.417, 31.677, -77.148, -10.254, 151.469, 63.517, 30.558, 37.59,
 13:22:43.476,COM4, -0.955, 0.219, -0.376, 16.907, -67.932, 6.897, 148.140, 66.506, 25.845, 37.58,
 13:22:43.533,COM4, -0.964, 0.240, -0.297, -0.183, -60.730, 6.042, 143.756, 68.846, 21.028, 37.59,
 13:22:43.580,COM4, -0.964, 0.237, -0.212, 15.137, -70.740, 2.380, 137.922, 71.592, 14.321, 37.57,
 13:22:43.627,COM4, -1.057, 0.235, -0.180, 33.569, -87.769, 1.038, 130.018, 74.581, 4.488, 37.58,
 13:22:43.690,COM4, -1.018, 0.228, -0.137, 20.447, -69.275, -3.662, 121.042, 76.899, -5.966, 37.61,
 13:22:43.736,COM4, -0.989, 0.229, -0.034, 16.602, -95.093, 22.644, 100.876, 77.992, -27.301, 37.58,
 13:22:43.783,COM4, -0.966, 0.273, -0.012, 21.606, -54.199, 20.325, 87.523, 77.448, -42.188, 37.59,
 13:22:43.830,COM4, -1.031, 0.265, 0.004, 7.874, -35.034, -4.639, 79.415, 77.311, -51.185, 37.58,
 13:22:43.877,COM4, -0.996, 0.252, 0.125, -3.906, -40.344, 5.737, 72.169, 76.718, -58.310, 37.58,
 13:22:43.924,COM4, -0.953, 0.278, 0.117, 31.067, -95.947, 19.714, 56.937, 73.922, -75.608, 37.59,
 13:22:43.986,COM4, -0.969, 0.290, 0.173, 8.606, -53.467, 21.057, 52.603, 71.625, -80.782, 37.59,
 13:22:44.033,COM4, -0.975, 0.319, 0.284, 0.366, -72.449, 19.348, 46.154, 68.588, -87.649, 37.59,
 13:22:44.080,COM4, -0.805, 0.362, 0.321, 22.278, -109.009, 27.710, 40.496, 63.803, -95.054, 37.61,
 13:22:44.127,COM4, -0.823, 0.345, 0.374, 24.658, -112.244, 46.082, 38.480, 58.156, -98.679, 37.60,
 13:22:44.174,COM4, -0.761, 0.388, 0.442, 1.343, -80.383, 15.320, 35.618, 54.305, -102.448, 37.58,
 13:22:44.236,COM4, -0.797, 0.399, 0.470, 11.719, -57.434, 12.573, 34.596, 51.345, -104.584, 37.59,
 13:22:44.283,COM4, -0.723, 0.408, 0.528, 13.245, -62.561, 12.878, 33.843, 48.724, -106.419, 37.59,
 13:22:44.330,COM4, -0.738, 0.436, 0.537, -2.991, -54.443, 19.714, 33.151, 45.709, -107.545, 37.61,
 13:22:44.377,COM4, -0.605, 0.423, 0.614, -6.348, -40.771, 19.287, 32.684, 43.544, -107.930, 37.59,
 13:22:44.424,COM4, -0.549, 0.480, 0.675, 4.944, -97.107, 51.025, 32.585, 38.386, -108.484, 37.58,
 13:22:44.486,COM4, -0.609, 0.488, 0.605, 11.902, -58.411, 1.526, 32.031, 35.123, -110.671, 37.58,
 13:22:44.525,COM4, -0.515, 0.463, 0.730, -6.348, -24.902, 12.268, 31.849, 34.255, -110.544, 37.59,
 13:22:44.573,COM4, -0.508, 0.486, 0.710, 2.014, -47.485, 15.198, 31.657, 31.624, -111.352, 37.58,
 13:22:44.635,COM4, -0.450, 0.508, 0.743, 12.451, -44.861, 16.418, 31.954, 29.399, -111.967, 37.60,
 13:22:44.682,COM4, -0.434, 0.526, 0.736, 2.930, -35.156, 7.813, 32.113, 27.482, -112.615, 37.60,
 13:22:44.729,COM4, -0.386, 0.528, 0.778, 18.311, -63.049, 6.531, 32.168, 24.703, -114.164, 37.59,
 13:22:44.776,COM4, -0.314, 0.557, 0.749, 35.889, -67.810, 18.005, 33.547, 21.445, -115.400, 37.61,
 13:22:44.823,COM4, -0.224, 0.585, 0.797, 29.358, -86.487, 8.484, 34.156, 17.704, -117.427, 37.60,
 13:22:44.885,COM4, -0.225, 0.594, 0.781, 40.405, -109.680, 21.179, 35.425, 12.585, -119.740, 37.62,
 13:22:44.932,COM4, -0.133, 0.626, 0.670, 57.800, -77.515, 13.000, 37.952, 8.987, -121.750, 37.59,
 13:22:44.979,COM4, 0.118, 0.665, 0.823, -8.789, -135.376, 38.818, 37.842, 3.477, -123.997, 37.60,
 13:22:45.026,COM4, 0.193, 0.638, 0.857, 85.083, -193.176, 24.719, 39.595, -4.828, -128.084, 37.60,
 13:22:45.073,COM4, 0.259, 0.760, 0.525, 97.107, -120.667, 17.700, 46.049, -10.107, -131.781, 37.60,
 13:22:45.135,COM4, 0.206, 0.754, 0.642, 26.123, -118.713, -16.724, 48.494, -14.315, -136.868, 37.58,
 13:22:45.182,COM4, 0.347, 0.791, 0.594, 61.707, -109.497, 10.864, 52.828, -17.221, -140.625, 37.62,
 13:22:45.229,COM4, 0.352, 0.773, 0.421, 96.375, -180.115, 0.305, 59.398, -22.758, -148.162, 37.59,
 13:22:45.276,COM4, 0.516, 0.872, 0.285, 77.026, -92.957, 10.864, 65.726, -25.340, -152.776, 37.58,
 13:22:45.323,COM4, 0.394, 0.895, 0.242, 46.387, -72.388, 9.644, 70.087, -27.554, -156.407, 37.59,
 13:22:45.385,COM4, 0.440, 0.877, 0.202, 30.762, -58.289, -16.052, 73.471, -27.905, -160.329, 37.60,
 13:22:45.432,COM4, 0.458, 0.857, 0.083, 53.711, -59.937, 6.897, 77.476, -28.751, -163.180, 37.60,
 13:22:45.479,COM4, 0.391, 0.867, 0.122, 5.676, -37.354, 1.770, 79.404, -29.213, -165.212, 37.59,
 13:22:45.521,COM4, 0.466, 0.839, 0.038, 39.429, -41.870, -0.671, 82.645, -29.493, -168.267, 37.61,
 13:22:45.582,COM4, 0.477, 0.871, 0.037, 14.709, -41.870, 21.484, 84.743, -30.597, -170.140, 37.61,
 13:22:45.635,COM4, 0.511, 0.870, -0.026, 51.453, -31.799, 13.062, 88.006, -31.371, -171.985, 37.59,
 13:22:45.682,COM4, 0.484, 0.859, -0.091, 38.452, -61.157, 10.559, 91.763, -32.075, -175.243, 37.60,
 13:22:45.729,COM4, 0.521, 0.866, -0.203, 36.743, -39.490, 7.202, 95.565, -32.162, -177.918, 37.60,
 13:22:45.776,COM4, 0.435, 0.843, -0.167, -0.793, -31.372, -10.559, 96.724, -31.937, -179.681, 37.62,
 13:22:45.837,COM4, 0.492, 0.866, -0.137, 20.569, -12.939, -2.258, 97.537, -31.459, 179.995, 37.58,
