Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Temperature(℃)
 13:22:56.739,COM4, -0.020, 0.009, 0.991, 0.000, -0.183, -0.244, -0.670, 0.599, 0.231, 37.71,
 13:22:56.786,COM4, -0.018, 0.008, 1.000, -0.793, 0.183, 0.427, -0.659, 0.610, 0.231, 37.69,
 13:22:56.833,COM4, -0.015, 0.009, 0.997, -0.244, 0.000, 0.549, -0.643, 0.621, 0.231, 37.70,
 13:22:56.888,COM4, -0.014, 0.013, 0.992, -0.244, -0.244, 0.427, -0.632, 0.626, 0.231, 37.70,
 13:22:56.935,COM4, -0.016, 0.009, 0.999, -0.366, 0.000, 0.000, -0.604, 0.632, 0.231, 37.70,
 13:22:56.982,COM4, -0.018, 0.013, 0.993, 0.000, 0.000, 0.549, -0.588, 0.643, 0.231, 37.72,
 13:22:57.029,COM4, -0.016, 0.005, 1.009, -0.244, 0.000, 0.000, -0.582, 0.659, 0.231, 37.69,
 13:22:57.091,COM4, -0.013, 0.008, 0.996, -0.916, 0.366, 0.427, -0.577, 0.676, 0.231, 37.71,
 13:22:57.138,COM4, -0.024, 0.012, 0.998, -0.488, 0.183, 0.366, -0.560, 0.687, 0.231, 37.70,
 13:22:57.185,COM4, -0.018, 0.010, 0.990, -0.183, 0.183, 0.183, -0.538, 0.703, 0.231, 37.68,
 13:22:57.232,COM4, -0.019, 0.010, 0.999, 0.000, 0.183, 0.488, -0.533, 0.725, 0.231, 37.71,
 13:22:57.279,COM4, -0.023, 0.013, 0.994, -0.427, 0.366, 0.488, -0.527, 0.742, 0.231, 37.70,
 13:22:57.341,COM4, -0.018, 0.009, 0.996, 0.000, 0.244, 0.549, -0.505, 0.758, 0.231, 37.72,
 13:22:57.388,COM4, -0.016, 0.003, 1.006, 0.000, -0.183, -0.244, -0.489, 0.753, 0.231, 37.71,
 13:22:57.435,COM4, -0.015, 0.007, 0.998, -0.854, 0.427, 0.000, -0.456, 0.753, 0.231, 37.71,
 13:22:57.482,COM4, -0.011, 0.013, 0.991, 0.000, 0.000, 0.183, -0.423, 0.742, 0.231, 37.70,
 13:22:57.529,COM4, -0.015, 0.016, 0.999, 0.977, -0.488, -0.610, -0.385, 0.725, 0.231, 37.70,
 13:22:57.576,COM4, -0.014, 0.019, 1.005, 0.000, -0.183, 0.000, -0.363, 0.725, 0.231, 37.71,
 13:22:57.638,COM4, -0.017, 0.012, 0.985, 0.000, 0.000, 0.000, -0.335, 0.725, 0.231, 37.74,
 13:22:57.685,COM4, -0.013, 0.010, 0.993, 0.244, -0.183, 0.244, -0.308, 0.725, 0.231, 37.73,
 13:22:57.732,COM4, -0.016, 0.011, 0.996, 0.000, 0.000, -0.183, -0.297, 0.731, 0.231, 37.72,
 13:22:57.779,COM4, -0.018, 0.010, 0.994, -0.732, 0.183, 0.000, -0.291, 0.736, 0.231, 37.70,
 13:22:57.842,COM4, -0.016, 0.010, 0.992, -0.183, 0.000, 0.183, -0.280, 0.747, 0.231, 37.72,
 13:22:57.890,COM4, -0.013, 0.010, 0.991, 0.671, -0.183, -0.305, -0.247, 0.758, 0.231, 37.72,
 13:22:57.937,COM4, -0.015, 0.012, 0.987, 0.000, 0.000, -0.244, -0.231, 0.758, 0.231, 37.70,
 13:22:57.984,COM4, -0.016, 0.012, 0.999, 0.244, -0.244, 0.183, -0.209, 0.758, 0.231, 37.70,
 13:22:58.031,COM4, -0.017, 0.013, 1.003, 0.000, 0.000, 0.244, -0.187, 0.758, 0.231, 37.72,
 13:22:58.078,COM4, -0.018, 0.006, 0.995, 0.000, -0.305, -0.488, -0.165, 0.747, 0.231, 37.74,
 13:22:58.140,COM4, -0.015, 0.008, 1.000, 0.000, 0.000, -0.977, -0.143, 0.747, 0.231, 37.74,
 13:22:58.187,COM4, -0.019, 0.016, 0.995, -0.183, 0.000, -0.183, -0.126, 0.747, 0.231, 37.74,
 13:22:58.234,COM4, -0.018, 0.018, 0.992, 0.000, 0.000, 0.000, -0.104, 0.747, 0.231, 37.72,
 13:22:58.281,COM4, -0.018, 0.014, 0.992, 0.000, 0.000, 0.183, -0.093, 0.753, 0.231, 37.72,
 13:22:58.328,COM4, -0.023, 0.005, 0.992, 0.305, 0.000, 0.000, -0.060, 0.753, 0.231, 37.73,
 13:22:58.390,COM4, -0.014, 0.011, 0.995, 0.000, 0.000, 0.183, -0.055, 0.758, 0.231, 37.74,
 13:22:58.437,COM4, -0.015, 0.009, 0.991, 0.000, -0.244, 0.305, -0.060, 0.764, 0.231, 37.72,
 13:22:58.484,COM4, -0.013, 0.014, 0.993, 0.732, -0.366, -0.305, -0.016, 0.758, 0.231, 37.73,
 13:22:58.531,COM4, -0.015, 0.013, 0.994, 0.000, -0.244, 0.244, -0.016, 0.764, 0.231, 37.72,
 13:22:58.578,COM4, -0.019, 0.015, 0.995, 0.000, 0.000, 0.244, 0.000, 0.764, 0.231, 37.72,
 13:22:58.640,COM4, -0.011, 0.007, 1.002, -0.183, 0.000, 0.305, 0.000, 0.769, 0.231, 37.72,
 13:22:58.687,COM4, -0.020, 0.010, 1.001, 0.000, 0.000, 0.244, 0.016, 0.769, 0.231, 37.72,
 13:22:58.734,COM4, -0.013, 0.012, 0.997, 0.000, 0.000, 0.000, 0.027, 0.775, 0.231, 37.70,
 13:22:58.781,COM4, -0.019, 0.015, 0.993, -0.549, 0.183, 0.183, 0.022, 0.786, 0.231, 37.71,
 13:22:58.828,COM4, -0.023, 0.017, 1.000, 0.000, 0.000, 0.183, 0.038, 0.786, 0.231, 37.72,
 13:22:58.891,COM4, -0.017, 0.011, 0.989, 0.000, 0.183, 0.244, 0.060, 0.791, 0.231, 37.73,
 13:22:58.938,COM4, -0.017, 0.012, 0.996, -0.244, 0.000, 0.366, 0.071, 0.791, 0.231, 37.71,
 13:22:58.985,COM4, -0.019, 0.007, 0.996, -0.366, 0.000, 0.305, 0.071, 0.797, 0.231, 37.72,
 13:22:59.032,COM4, -0.014, 0.013, 0.999, 0.244, -0.183, 0.000, 0.088, 0.791, 0.231, 37.69,
 13:22:59.079,COM4, -0.016, 0.013, 1.002, -0.549, 0.000, 0.244, 0.066, 0.802, 0.231, 37.72,
 13:22:59.126,COM4, -0.017, 0.015, 0.997, -0.305, 0.000, 0.183, 0.077, 0.802, 0.231, 37.72,
 13:22:59.189,COM4, -0.013, 0.011, 0.993, 0.000, 0.000, 0.305, 0.093, 0.802, 0.231, 37.73,
 13:22:59.235,COM4, -0.017, 0.010, 0.990, 0.000, -0.183, 0.244, 0.099, 0.797, 0.231, 37.73,
 13:22:59.282,COM4, -0.013, 0.012, 0.994, 0.000, 0.000, 0.305, 0.110, 0.802, 0.231, 37.72,
 13:22:59.329,COM4, -0.016, 0.011, 1.005, 0.000, -0.305, 0.000, 0.115, 0.797, 0.231, 37.74,
 13:22:59.376,COM4, -0.015, 0.017, 0.994, -0.366, 0.000, 0.000, 0.121, 0.797, 0.231, 37.72,
 13:22:59.438,COM4, -0.021, 0.005, 0.995, 0.000, 0.000, 0.000, 0.132, 0.797, 0.231, 37.71,
 13:22:59.485,COM4, -0.018, 0.014, 0.997, 0.000, 0.000, 0.000, 0.143, 0.802, 0.231, 37.74,
 13:22:59.532,COM4, -0.017, 0.019, 0.996, 0.000, 0.000, 0.000, 0.165, 0.807, 0.231, 37.72,
 13:22:59.579,COM4, -0.015, 0.017, 0.999, 0.183, 0.000, 0.000, 0.181, 0.813, 0.231, 37.74,
 13:22:59.626,COM4, -0.018, 0.018, 0.995, 0.244, 0.000, -0.183, 0.209, 0.807, 0.231, 37.74,
 13:22:59.689,COM4, -0.019, 0.014, 0.992, 0.183, 0.000, 0.000, 0.220, 0.813, 0.231, 37.74,
 13:22:59.735,COM4, -0.016, 0.012, 1.002, 0.183, 0.000, 0.000, 0.236, 0.813, 0.231, 37.73,
 13:22:59.782,COM4, -0.020, 0.015, 0.996, 0.000, 0.000, 0.000, 0.247, 0.818, 0.231, 37.73,
 13:22:59.829,COM4, -0.019, 0.016, 0.996, 0.000, 0.000, 0.000, 0.258, 0.818, 0.231, 37.73,
 13:22:59.876,COM4, -0.018, 0.014, 0.991, 0.671, -0.366, -0.305, 0.291, 0.813, 0.231, 37.73,
 13:22:59.924,COM4, -0.013, 0.019, 0.996, -0.366, 0.000, 0.000, 0.275, 0.824, 0.231, 37.72,
 13:22:59.988,COM4, -0.015, 0.012, 0.996, 0.000, 0.000, 0.000, 0.286, 0.829, 0.231, 37.73,
 13:23:00.035,COM4, -0.015, 0.013, 1.005, 0.000, -0.183, 0.000, 0.302, 0.824, 0.231, 37.72,
 13:23:00.081,COM4, -0.016, 0.013, 1.001, 0.000, 0.000, 0.000, 0.313, 0.824, 0.231, 37.72,
 13:23:00.128,COM4, -0.015, 0.014, 0.991, 0.000, -0.244, -0.183, 0.319, 0.824, 0.231, 37.72,
 13:23:00.175,COM4, -0.015, 0.018, 1.001, -0.488, 0.000, 0.000, 0.319, 0.818, 0.231, 37.72,
 13:23:00.238,COM4, -0.015, 0.019, 0.995, 0.000, 0.000, 0.000, 0.335, 0.818, 0.231, 37.74,
 13:23:00.285,COM4, -0.011, 0.018, 0.999, 0.000, 0.000, 0.000, 0.352, 0.818, 0.231, 37.72,
 13:23:00.331,COM4, -0.017, 0.010, 1.000, 0.000, 0.000, 0.000, 0.368, 0.818, 0.231, 37.74,
 13:23:00.381,COM4, -0.022, 0.016, 1.000, 0.000, 0.000, 0.183, 0.379, 0.818, 0.231, 37.74,
 13:23:00.428,COM4, -0.019, 0.015, 0.992, 0.000, 0.183, 0.000, 0.385, 0.835, 0.231, 37.73,
 13:23:00.475,COM4, -0.013, 0.013, 0.997, 0.000, 0.000, 0.000, 0.396, 0.840, 0.231, 37.76,
 13:23:00.537,COM4, -0.017, 0.010, 0.998, 1.160, -0.305, -0.549, 0.445, 0.824, 0.231, 37.76,
 13:23:00.584,COM4, -0.017, 0.013, 0.993, 0.183, 0.000, 0.000, 0.450, 0.835, 0.231, 37.74,
 13:23:00.631,COM4, -0.013, 0.015, 1.000, 0.000, 0.000, 0.000, 0.456, 0.840, 0.231, 37.75,
 13:23:00.681,COM4, -0.013, 0.021, 0.989, 0.183, -0.183, 0.000, 0.478, 0.840, 0.231, 37.74,
 13:23:00.730,COM4, -0.019, 0.018, 0.995, 0.244, 0.000, 0.000, 0.489, 0.840, 0.231, 37.77,
 13:23:00.777,COM4, -0.013, 0.013, 0.997, -0.305, 0.000, 0.000, 0.489, 0.846, 0.231, 37.75,
 13:23:00.823,COM4, -0.013, 0.014, 0.997, -0.366, 0.000, 0.000, 0.489, 0.840, 0.231, 37.73,
 13:23:00.886,COM4, -0.011, 0.019, 1.000, 0.000, 0.000, 0.000, 0.505, 0.840, 0.231, 37.74,
 13:23:00.933,COM4, -0.016, 0.018, 0.992, 0.000, 0.000, 0.000, 0.522, 0.840, 0.231, 37.75,
 13:23:00.974,COM4, -0.015, 0.013, 0.999, -0.183, 0.000, 0.000, 0.527, 0.840, 0.231, 37.73,
 13:23:01.022,COM4, -0.014, 0.017, 1.003, 0.000, 0.000, 0.000, 0.533, 0.840, 0.231, 37.75,
 13:23:01.084,COM4, -0.017, 0.012, 0.995, -0.183, 0.000, 0.000, 0.533, 0.835, 0.231, 37.74,
 13:23:01.131,COM4, -0.010, 0.010, 0.999, 0.000, 0.000, 0.000, 0.538, 0.829, 0.231, 37.77,
 13:23:01.183,COM4, -0.022, 0.013, 0.997, -0.305, 0.000, 0.000, 0.560, 0.824, 0.231, 37.75,
 13:23:01.230,COM4, -0.019, 0.015, 0.996, 0.244, 0.000, 0.000, 0.577, 0.824, 0.231, 37.75,
 13:23:01.277,COM4, -0.016, 0.014, 0.989, 0.183, 0.000, 0.000, 0.588, 0.824, 0.231, 37.76,
 13:23:01.324,COM4, -0.016, 0.017, 0.995, 0.000, 0.000, 0.000, 0.593, 0.829, 0.231, 37.76,
 13:23:01.371,COM4, -0.021, 0.014, 0.997, -0.183, 0.000, 0.000, 0.588, 0.829, 0.231, 37.74,
 13:23:01.433,COM4, -0.013, 0.017, 0.992, 0.000, 0.000, 0.000, 0.593, 0.835, 0.231, 37.74,
 13:23:01.480,COM4, -0.016, 0.011, 0.993, 0.183, -0.244, 0.000, 0.604, 0.824, 0.231, 37.75,
 13:23:01.527,COM4, -0.011, 0.014, 1.000, -0.244, 0.000, 0.000, 0.621, 0.824, 0.231, 37.74,
 13:23:01.574,COM4, -0.009, 0.015, 1.001, 0.244, -0.183, 0.000, 0.632, 0.818, 0.231, 37.76,
 13:23:01.621,COM4, -0.018, 0.014, 0.988, 0.183, -0.244, 0.000, 0.637, 0.807, 0.231, 37.73,
 13:23:01.683,COM4, -0.016, 0.020, 0.999, 0.000, -0.244, 0.000, 0.632, 0.807, 0.231, 37.74,
 13:23:01.730,COM4, -0.015, 0.020, 1.001, 0.000, 0.000, 0.000, 0.643, 0.807, 0.231, 37.77,
 13:23:01.777,COM4, -0.021, 0.016, 0.999, 0.000, 0.000, 0.000, 0.648, 0.813, 0.231, 37.75,
 13:23:01.824,COM4, -0.015, 0.015, 1.000, 0.000, 0.000, 0.000, 0.648, 0.818, 0.231, 37.74,
 13:23:01.871,COM4, -0.014, 0.015, 0.998, -0.244, 0.183, 0.000, 0.648, 0.829, 0.231, 37.75,
 13:23:01.933,COM4, -0.013, 0.020, 1.001, -0.183, 0.183, 0.000, 0.654, 0.840, 0.231, 37.75,
 13:23:01.975,COM4, -0.017, 0.019, 0.992, 1.160, -0.244, -0.427, 0.698, 0.829, 0.231, 37.77,
 13:23:02.023,COM4, -0.017, 0.015, 0.993, 0.488, 0.000, 0.000, 0.698, 0.835, 0.231, 37.76,
 13:23:02.080,COM4, -0.017, 0.007, 1.000, 0.000, 0.000, 0.000, 0.692, 0.840, 0.231, 37.74,
 13:23:02.127,COM4, -0.016, 0.008, 0.994, 0.000, 0.000, 0.000, 0.692, 0.840, 0.231, 37.78,
 13:23:02.174,COM4, -0.018, 0.013, 1.001, 0.000, 0.183, 0.000, 0.692, 0.846, 0.231, 37.77,
 13:23:02.221,COM4, -0.016, 0.014, 0.988, 0.000, 0.000, 0.000, 0.703, 0.846, 0.231, 37.75,
 13:23:02.283,COM4, -0.015, 0.017, 1.000, 0.000, 0.000, 0.000, 0.703, 0.846, 0.231, 37.77,
 13:23:02.330,COM4, -0.012, 0.016, 1.001, 0.000, 0.000, 0.000, 0.709, 0.846, 0.231, 37.77,
 13:23:02.371,COM4, -0.015, 0.015, 0.991, 0.000, 0.000, 0.000, 0.720, 0.840, 0.231, 37.75,
 13:23:02.434,COM4, -0.011, 0.017, 0.997, 1.465, -0.366, -0.854, 0.797, 0.829, 0.231, 37.77,
 13:23:02.481,COM4, -0.010, 0.021, 0.998, 0.427, 0.000, 0.000, 0.802, 0.824, 0.231, 37.78,
 13:23:02.528,COM4, -0.013, 0.012, 0.995, -0.183, 0.183, 0.000, 0.786, 0.829, 0.231, 37.77,
 13:23:02.575,COM4, -0.016, 0.009, 0.993, -0.183, 0.000, 0.000, 0.780, 0.829, 0.231, 37.77,
 13:23:02.622,COM4, -0.014, 0.016, 0.989, 0.000, 0.000, 0.000, 0.786, 0.829, 0.231, 37.75,
 13:23:02.669,COM4, -0.017, 0.012, 0.997, 0.000, 0.000, 0.000, 0.791, 0.829, 0.231, 37.78,
 13:23:02.727,COM4, -0.015, 0.014, 0.993, 0.000, 0.000, 0.000, 0.791, 0.829, 0.231, 37.75,
 13:23:02.777,COM4, -0.013, 0.017, 0.992, 0.000, 0.000, 0.000, 0.797, 0.835, 0.231, 37.74,
 13:23:02.824,COM4, -0.011, 0.013, 1.000, 0.000, -0.183, -0.183, 0.797, 0.829, 0.231, 37.77,
 13:23:02.871,COM4, -0.017, 0.021, 0.992, -0.244, 0.000, -0.366, 0.807, 0.829, 0.231, 37.76,
 13:23:02.933,COM4, -0.015, 0.018, 1.001, 0.000, 0.000, 0.000, 0.818, 0.829, 0.231, 37.76,
 13:23:02.979,COM4, -0.017, 0.014, 0.997, 0.000, 0.000, 0.000, 0.813, 0.829, 0.231, 37.77,
 13:23:03.033,COM4, -0.012, 0.024, 0.988, 0.000, 0.000, 0.000, 0.818, 0.829, 0.231, 37.77,
 13:23:03.073,COM4, -0.013, 0.018, 0.997, 0.000, 0.000, 0.000, 0.813, 0.829, 0.231, 37.77,
 13:23:03.120,COM4, -0.018, 0.014, 0.994, 0.732, -0.305, -0.854, 0.840, 0.813, 0.231, 37.76,
 13:23:03.167,COM4, -0.016, 0.020, 1.005, -0.793, 0.244, 0.000, 0.797, 0.829, 0.231, 37.77,
 13:23:03.230,COM4, -0.017, 0.016, 1.004, -0.305, 0.000, 0.000, 0.791, 0.829, 0.231, 37.77,
 13:23:03.276,COM4, -0.017, 0.013, 0.994, -0.244, 0.000, 0.000, 0.791, 0.835, 0.231, 37.77,
 13:23:03.323,COM4, -0.013, 0.017, 0.993, 0.000, 0.000, 0.000, 0.797, 0.835, 0.231, 37.76,
 13:23:03.370,COM4, -0.013, 0.019, 1.004, 0.000, 0.000, 0.000, 0.797, 0.829, 0.231, 37.76,
 13:23:03.418,COM4, -0.012, 0.014, 0.999, 0.000, 0.000, 0.000, 0.797, 0.829, 0.231, 37.77,
 13:23:03.481,COM4, -0.015, 0.009, 0.998, 0.000, 0.000, 0.000, 0.797, 0.829, 0.231, 37.75,
 13:23:03.527,COM4, -0.015, 0.016, 0.993, -0.183, 0.000, 0.000, 0.797, 0.829, 0.231, 37.78,
 13:23:03.574,COM4, -0.014, 0.014, 0.997, -0.244, 0.000, 0.000, 0.791, 0.835, 0.231, 37.78,
 13:23:03.621,COM4, -0.014, 0.020, 0.990, 0.000, 0.000, 0.000, 0.791, 0.835, 0.231, 37.77,
 13:23:03.668,COM4, -0.011, 0.009, 0.997, 0.000, 0.000, 0.000, 0.786, 0.835, 0.231, 37.78,
 13:23:03.731,COM4, -0.021, 0.022, 0.998, 0.610, -0.183, -0.671, 0.835, 0.818, 0.231, 37.78,
 13:23:03.778,COM4, -0.017, 0.023, 0.996, 0.000, 0.183, 0.000, 0.835, 0.829, 0.231, 37.75,
 13:23:03.823,COM4, -0.018, 0.020, 1.003, 0.183, 0.000, 0.000, 0.846, 0.835, 0.231, 37.75,
 13:23:03.878,COM4, -0.016, 0.017, 1.000, -0.183, 0.000, 0.000, 0.835, 0.840, 0.231, 37.77,
 13:23:03.925,COM4, -0.013, 0.015, 0.995, 0.000, 0.000, 0.000, 0.840, 0.840, 0.231, 37.78,
 13:23:03.972,COM4, -0.008, 0.019, 0.995, 0.000, 0.000, 0.000, 0.846, 0.840, 0.231, 37.77,
 13:23:04.019,COM4, -0.011, 0.021, 0.995, 0.549, -0.244, -0.610, 0.890, 0.829, 0.231, 37.77,
 13:23:04.066,COM4, -0.012, 0.021, 1.000, 0.000, 0.000, 0.000, 0.895, 0.829, 0.231, 37.76,
 13:23:04.121,COM4, -0.019, 0.017, 0.990, -0.183, 0.000, 0.000, 0.890, 0.829, 0.231, 37.78,
 13:23:04.168,COM4, -0.016, 0.020, 0.994, -0.244, 0.000, 0.000, 0.884, 0.829, 0.231, 37.78,
 13:23:04.230,COM4, -0.012, 0.021, 0.994, -0.244, 0.000, 0.000, 0.879, 0.835, 0.231, 37.77,
 13:23:04.277,COM4, -0.015, 0.019, 0.999, 0.244, 0.000, -0.183, 0.895, 0.824, 0.231, 37.77,
 13:23:04.324,COM4, -0.019, 0.016, 1.000, -0.427, 0.183, 0.000, 0.879, 0.829, 0.231, 37.77,
 13:23:04.370,COM4, -0.016, 0.023, 0.994, -0.488, 0.183, 0.000, 0.862, 0.835, 0.231, 37.77,
 13:23:04.418,COM4, -0.020, 0.023, 0.998, 0.000, 0.000, 0.000, 0.868, 0.835, 0.231, 37.77,
 13:23:04.470,COM4, -0.020, 0.021, 1.011, 0.000, 0.000, 0.000, 0.873, 0.835, 0.231, 37.77,
 13:23:04.517,COM4, -0.022, 0.023, 1.000, -0.244, 0.000, 0.000, 0.873, 0.840, 0.231, 37.78,
 13:23:04.580,COM4, -0.014, 0.018, 1.000, -0.244, 0.000, 0.000, 0.868, 0.846, 0.231, 37.76,
 13:23:04.627,COM4, -0.018, 0.018, 0.997, 0.000, 0.000, 0.000, 0.862, 0.846, 0.231, 37.77,
 13:23:04.687,COM4, -0.020, 0.015, 0.999, -0.305, 0.183, 0.000, 0.857, 0.851, 0.231, 37.77,
 13:23:04.720,COM4, -0.018, 0.023, 0.994, 0.000, 0.000, 0.000, 0.862, 0.851, 0.231, 37.77,
 13:23:04.776,COM4, -0.011, 0.018, 0.995, -0.183, 0.000, 0.000, 0.857, 0.851, 0.231, 37.80,
 13:23:04.822,COM4, -0.015, 0.018, 0.994, 0.427, 0.000, -0.244, 0.884, 0.846, 0.231, 37.78,
 13:23:04.866,COM4, -0.017, 0.019, 0.997, 0.183, 0.000, 0.000, 0.884, 0.846, 0.231, 37.78,
 13:23:04.928,COM4, -0.012, 0.013, 0.993, 0.000, 0.000, 0.000, 0.873, 0.851, 0.231, 37.78,
 13:23:04.975,COM4, -0.019, 0.012, 0.998, -0.305, 0.000, 0.183, 0.857, 0.846, 0.231, 37.78,
 13:23:05.022,COM4, -0.017, 0.014, 0.995, -0.183, 0.000, 0.000, 0.846, 0.851, 0.231, 37.79,
 13:23:05.068,COM4, -0.016, 0.016, 0.992, 0.000, 0.000, 0.000, 0.851, 0.857, 0.231, 37.77,
 13:23:05.117,COM4, -0.017, 0.018, 0.994, 0.000, 0.000, 0.000, 0.846, 0.857, 0.231, 37.79,
 13:23:05.180,COM4, -0.012, 0.022, 0.996, 0.000, 0.000, 0.000, 0.851, 0.862, 0.231, 37.78,
 13:23:05.227,COM4, -0.010, 0.021, 0.991, 0.000, 0.000, 0.000, 0.851, 0.857, 0.231, 37.78,
 13:23:05.273,COM4, -0.010, 0.021, 0.992, -0.305, 0.000, 0.000, 0.851, 0.857, 0.231, 37.79,
 13:23:05.320,COM4, -0.014, 0.020, 0.993, 0.305, -0.183, 0.000, 0.890, 0.851, 0.231, 37.81,
 13:23:05.367,COM4, -0.013, 0.018, 1.003, 0.244, 0.000, 0.000, 0.917, 0.840, 0.231, 37.78,
 13:23:05.414,COM4, -0.014, 0.022, 0.990, 0.000, 0.000, 0.000, 0.912, 0.846, 0.231, 37.76,
 13:23:05.476,COM4, -0.014, 0.015, 0.995, -0.305, 0.000, 0.000, 0.901, 0.840, 0.231, 37.80,
 13:23:05.523,COM4, -0.015, 0.017, 0.996, -0.183, 0.000, 0.000, 0.895, 0.840, 0.231, 37.77,
 13:23:05.570,COM4, -0.018, 0.018, 0.997, -0.183, 0.000, 0.000, 0.890, 0.840, 0.231, 37.79,
 13:23:05.617,COM4, -0.017, 0.018, 0.996, -0.305, 0.183, 0.000, 0.879, 0.851, 0.231, 37.79,
 13:23:05.664,COM4, -0.021, 0.021, 0.993, -0.183, 0.000, 0.000, 0.884, 0.851, 0.231, 37.77,
 13:23:05.727,COM4, -0.019, 0.021, 0.997, -0.183, 0.000, 0.000, 0.884, 0.857, 0.231, 37.78,
 13:23:05.773,COM4, -0.016, 0.022, 0.996, -0.183, 0.000, 0.000, 0.879, 0.857, 0.231, 37.79,
 13:23:05.820,COM4, -0.018, 0.021, 0.997, -0.183, 0.183, 0.183, 0.879, 0.862, 0.231, 37.79,
 13:23:05.867,COM4, -0.014, 0.016, 0.989, 0.000, 0.000, 0.000, 0.879, 0.862, 0.231, 37.80,
 13:23:05.914,COM4, -0.014, 0.016, 0.995, 0.000, 0.000, 0.183, 0.884, 0.862, 0.231, 37.79,
 13:23:05.977,COM4, -0.013, 0.013, 0.991, -0.183, 0.000, 0.000, 0.879, 0.857, 0.231, 37.82,
 13:23:06.023,COM4, -0.013, 0.018, 0.993, 0.183, 0.000, 0.000, 0.884, 0.857, 0.231, 37.79,
 13:23:06.070,COM4, -0.010, 0.018, 0.990, 0.549, -0.244, 0.000, 0.901, 0.840, 0.231, 37.79,
 13:23:06.116,COM4, -0.017, 0.019, 0.996, 0.244, -0.183, 0.000, 0.890, 0.835, 0.231, 37.79,
 13:23:06.172,COM4, -0.010, 0.024, 0.998, 0.000, -0.183, 0.000, 0.890, 0.829, 0.231, 37.82,
 13:23:06.219,COM4, -0.010, 0.023, 0.998, -0.183, 0.000, 0.000, 0.890, 0.824, 0.231, 37.79,
 13:23:06.266,COM4, -0.011, 0.021, 0.995, -0.183, 0.000, 0.000, 0.890, 0.818, 0.231, 37.80,
 13:23:06.313,COM4, -0.016, 0.021, 0.997, 0.000, -0.183, 0.183, 0.890, 0.813, 0.231, 37.82,
 13:23:06.376,COM4, -0.012, 0.012, 0.999, 0.000, 0.000, 0.000, 0.884, 0.818, 0.231, 37.82,
 13:23:06.422,COM4, -0.012, 0.017, 0.990, -0.183, 0.000, 0.000, 0.873, 0.818, 0.231, 37.80,
 13:23:06.469,COM4, -0.016, 0.022, 0.997, -0.183, 0.000, 0.183, 0.873, 0.824, 0.231, 37.80,
 13:23:06.516,COM4, -0.016, 0.021, 0.995, 0.000, 0.000, 0.000, 0.873, 0.835, 0.231, 37.80,
 13:23:06.563,COM4, -0.010, 0.018, 1.001, 0.000, 0.000, 0.183, 0.868, 0.840, 0.231, 37.79,
 13:23:06.626,COM4, -0.015, 0.020, 0.993, -0.183, 0.000, 0.000, 0.868, 0.835, 0.231, 37.79,
 13:23:06.667,COM4, -0.015, 0.017, 1.000, -0.183, 0.000, 0.000, 0.857, 0.840, 0.231, 37.82,
 13:23:06.725,COM4, -0.017, 0.023, 1.000, -0.427, 0.000, 0.000, 0.857, 0.846, 0.231, 37.80,
 13:23:06.772,COM4, -0.014, 0.018, 1.000, -0.427, 0.244, 0.000, 0.873, 0.857, 0.231, 37.80,
 13:23:06.819,COM4, -0.012, 0.014, 1.001, 0.305, -0.183, 0.000, 0.884, 0.857, 0.231, 37.80,
 13:23:06.866,COM4, -0.011, 0.020, 1.000, -0.305, 0.000, 0.000, 0.873, 0.857, 0.231, 37.79,
 13:23:06.913,COM4, -0.011, 0.022, 0.996, 0.000, -0.183, 0.000, 0.879, 0.857, 0.231, 37.79,
 13:23:06.975,COM4, -0.010, 0.019, 0.992, 0.000, 0.000, 0.000, 0.879, 0.857, 0.231, 37.79,
 13:23:07.022,COM4, -0.010, 0.024, 0.995, -0.366, 0.000, 0.000, 0.879, 0.857, 0.231, 37.81,
 13:23:07.069,COM4, -0.013, 0.021, 0.998, 0.000, 0.000, 0.183, 0.884, 0.851, 0.231, 37.81,
 13:23:07.116,COM4, -0.017, 0.021, 1.000, -0.183, 0.000, 0.000, 0.879, 0.851, 0.231, 37.80,
 13:23:07.174,COM4, -0.016, 0.018, 0.996, -0.305, 0.000, 0.000, 0.873, 0.851, 0.231, 37.81,
 13:23:07.221,COM4, -0.016, 0.018, 0.993, -0.183, 0.000, 0.000, 0.884, 0.846, 0.231, 37.79,
 13:23:07.268,COM4, -0.017, 0.017, 0.993, -0.305, 0.183, 0.000, 0.879, 0.846, 0.231, 37.83,
 13:23:07.315,COM4, -0.014, 0.017, 0.998, -0.305, 0.000, -0.183, 0.868, 0.846, 0.231, 37.79,
 13:23:07.362,COM4, -0.017, 0.023, 1.000, -0.977, 0.427, 0.000, 0.846, 0.851, 0.231, 37.81,
 13:23:07.424,COM4, -0.018, 0.019, 0.999, -0.183, 0.183, 0.000, 0.846, 0.857, 0.231, 37.80,
 13:23:07.471,COM4, -0.012, 0.015, 0.991, 0.000, 0.305, 0.000, 0.846, 0.862, 0.231, 37.82,
 13:23:07.518,COM4, -0.012, 0.016, 0.991, -1.038, 0.610, 0.000, 0.835, 0.868, 0.231, 37.82,
